name,category,match_type,value,source,mode,scope,evidence_level,support,confidence,notes,alias_group,tier,enabled_by_default,specificity,expected_frequency,recommended_action
CF:massbank_MSBNK-ACES_SU-AS000301_89_6619,CF,peak_mz,89.6619,MassBank record-derived,positive,Azobenzenes; None; Azobenzenes,medium,1,observed,Balsalazide; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:89.6600,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000301_98_4824,CF,peak_mz,98.4824,MassBank record-derived,positive,Azobenzenes; None; Azobenzenes,medium,1,observed,Balsalazide; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:98.4800,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000302_51_0237,CF,peak_mz,51.0237,MassBank record-derived,positive,Benzene and substituted derivatives; Benzophenones; Benzophenones,medium,1,observed,Fenofibrate; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:51.0250,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000302_67_8711,CF,peak_mz,67.8711,MassBank record-derived,positive,Benzene and substituted derivatives; Benzophenones; Benzophenones,medium,1,observed,Fenofibrate; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:67.8700,extended,True,medium,medium,keep
NL:massbank_MSBNK-ACES_SU-AS000303,NL,mass_diff,1.0063,MassBank record-derived,positive,Steroids and steroid derivatives; Hydroxysteroids; 21-hydroxysteroids,medium,1,observed,Cortisone; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,mass_diff:1.0050,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000304_77_3319,CF,peak_mz,77.3319,MassBank record-derived,positive,Benzene and substituted derivatives; Phenylmethylamines; Phenylmethylamines,medium,1,observed,Bromhexine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+NH4]+,peak_mz:77.3300,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000304_83_0856,CF,peak_mz,83.0856,MassBank record-derived,positive,Benzene and substituted derivatives; Phenylmethylamines; Phenylmethylamines,medium,1,observed,Bromhexine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+NH4]+,peak_mz:83.0850,extended,True,medium,medium,keep
NL:massbank_MSBNK-ACES_SU-AS000305,NL,mass_diff,3.0043,MassBank record-derived,positive,Benzene and substituted derivatives; Phenylmethylamines; Phenylmethylamines,medium,1,observed,Ambroxol; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,mass_diff:3.0050,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000305_53_574,CF,peak_mz,53.574,MassBank record-derived,positive,Benzene and substituted derivatives; Phenylmethylamines; Phenylmethylamines,medium,1,observed,Ambroxol; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:53.5750,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000305_82_0736,CF,peak_mz,82.0736,MassBank record-derived,positive,Benzene and substituted derivatives; Phenylmethylamines; Phenylmethylamines,medium,1,observed,Ambroxol; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:82.0750,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000306_54_5159,CF,peak_mz,54.5159,MassBank record-derived,positive,Benzocycloheptapyridines; None; Benzocycloheptapyridines,medium,1,observed,Loratadine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:54.5150,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000306_98_8471,CF,peak_mz,98.8471,MassBank record-derived,positive,Benzocycloheptapyridines; None; Benzocycloheptapyridines,medium,1,observed,Loratadine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:98.8450,extended,True,medium,medium,keep
NL:massbank_MSBNK-ACES_SU-AS000307,NL,mass_diff,1.0062,MassBank record-derived,positive,Steroids and steroid derivatives; Hydroxysteroids; 21-hydroxysteroids,medium,1,observed,Triamcinolone; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,mass_diff:1.0050,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000307_53_9181,CF,peak_mz,53.9181,MassBank record-derived,positive,Steroids and steroid derivatives; Hydroxysteroids; 21-hydroxysteroids,medium,1,observed,Triamcinolone; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:53.9200,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000307_61_3771,CF,peak_mz,61.3771,MassBank record-derived,positive,Steroids and steroid derivatives; Hydroxysteroids; 21-hydroxysteroids,medium,1,observed,Triamcinolone; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:61.3750,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000308_52_3522,CF,peak_mz,52.3522,MassBank record-derived,positive,"Steroids and steroid derivatives; Pregnane steroids; Gluco/mineralocorticoids, progestogins and derivatives",medium,1,observed,Hydrocortisone acetate; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:52.3500,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000308_65_8174,CF,peak_mz,65.8174,MassBank record-derived,positive,"Steroids and steroid derivatives; Pregnane steroids; Gluco/mineralocorticoids, progestogins and derivatives",medium,1,observed,Hydrocortisone acetate; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:65.8150,extended,True,medium,medium,keep
NL:massbank_MSBNK-ACES_SU-AS000309,NL,mass_diff,1.0057,MassBank record-derived,positive,Benzothiazines; Phenothiazines; Phenothiazines,medium,1,observed,Trifluoperazine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,mass_diff:1.0050,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000309_53_6289,CF,peak_mz,53.6289,MassBank record-derived,positive,Benzothiazines; Phenothiazines; Phenothiazines,medium,1,observed,Trifluoperazine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:53.6300,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000310_51_8856,CF,peak_mz,51.8856,MassBank record-derived,positive,"Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Peptides",medium,1,observed,Nafcillin; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:51.8850,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000310_55_5397,CF,peak_mz,55.5397,MassBank record-derived,positive,"Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Peptides",medium,1,observed,Nafcillin; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:55.5400,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000310_57_6145,CF,peak_mz,57.6145,MassBank record-derived,positive,"Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Peptides",medium,1,observed,Nafcillin; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:57.6150,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000311_52_3908,CF,peak_mz,52.3908,MassBank record-derived,positive,Benzothiazines; Phenothiazines; Phenothiazines,medium,1,observed,Fluphenazine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:52.3900,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000311_54_2084,CF,peak_mz,54.2084,MassBank record-derived,positive,Benzothiazines; Phenothiazines; Phenothiazines,medium,1,observed,Fluphenazine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:54.2100,extended,True,medium,medium,keep
NL:massbank_MSBNK-ACES_SU-AS000312,NL,mass_diff,1.0059,MassBank record-derived,positive,"Steroids and steroid derivatives; Pregnane steroids; Gluco/mineralocorticoids, progestogins and derivatives",medium,1,observed,Deflazacort; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,mass_diff:1.0050,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000312_60_0445,CF,peak_mz,60.0445,MassBank record-derived,positive,"Steroids and steroid derivatives; Pregnane steroids; Gluco/mineralocorticoids, progestogins and derivatives",medium,1,observed,Deflazacort; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:60.0450,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000312_68_0495,CF,peak_mz,68.0495,MassBank record-derived,positive,"Steroids and steroid derivatives; Pregnane steroids; Gluco/mineralocorticoids, progestogins and derivatives",medium,1,observed,Deflazacort; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:68.0500,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000313_64_9775,CF,peak_mz,64.9775,MassBank record-derived,positive,Cinnamic acids and derivatives; Cinnamic acid esters; Cinnamic acid esters,medium,1,observed,Lacidipine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:64.9800,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000313_84_0443,CF,peak_mz,84.0443,MassBank record-derived,positive,Cinnamic acids and derivatives; Cinnamic acid esters; Cinnamic acid esters,medium,1,observed,Lacidipine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:84.0450,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000314_52_7213,CF,peak_mz,52.7213,MassBank record-derived,positive,Benzene and substituted derivatives; Diphenylmethanes; Diphenylmethanes,medium,1,observed,Loperamide; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:52.7200,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000314_73_6762,CF,peak_mz,73.6762,MassBank record-derived,positive,Benzene and substituted derivatives; Diphenylmethanes; Diphenylmethanes,medium,1,observed,Loperamide; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:73.6750,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000316_50_0491,CF,peak_mz,50.0491,MassBank record-derived,positive,Benzene and substituted derivatives; Benzenesulfonamides; Benzenesulfonamides,medium,1,observed,Glibenclamide; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:50.0500,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000316_72_4969,CF,peak_mz,72.4969,MassBank record-derived,positive,Benzene and substituted derivatives; Benzenesulfonamides; Benzenesulfonamides,medium,1,observed,Glibenclamide; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:72.4950,extended,True,medium,medium,keep
NL:massbank_MSBNK-ACES_SU-AS000317,NL,mass_diff,1.0055,MassBank record-derived,positive,Carboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid amides,medium,1,observed,Deferoxamine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,mass_diff:1.0050,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000317_60_2606,CF,peak_mz,60.2606,MassBank record-derived,positive,Carboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid amides,medium,1,observed,Deferoxamine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:60.2600,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000318_68_217,CF,peak_mz,68.217,MassBank record-derived,positive,Peptidomimetics; Hybrid peptides; Hybrid peptides,medium,1,observed,Pepstatin A; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:68.2150,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000319_52_8677,CF,peak_mz,52.8677,MassBank record-derived,positive,Steroids and steroid derivatives; Steroid lactones; Cardenolides and derivatives,medium,1,observed,Digoxin; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:52.8700,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000319_55_2238,CF,peak_mz,55.2238,MassBank record-derived,positive,Steroids and steroid derivatives; Steroid lactones; Cardenolides and derivatives,medium,1,observed,Digoxin; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:55.2250,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000319_57_0336,CF,peak_mz,57.0336,MassBank record-derived,positive,Steroids and steroid derivatives; Steroid lactones; Cardenolides and derivatives,medium,1,observed,Digoxin; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:57.0350,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000320_57_9347,CF,peak_mz,57.9347,MassBank record-derived,positive,Pyridines and derivatives; Pyridinecarboxylic acids and derivatives; Pyridinecarboxylic acids and derivatives,medium,1,observed,Isoniazid; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:57.9350,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000321_54_2077,CF,peak_mz,54.2077,MassBank record-derived,positive,Imidazothiazoles; None; Imidazothiazoles,medium,1,observed,Tetramisole; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:54.2100,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000321_68_1744,CF,peak_mz,68.1744,MassBank record-derived,positive,Imidazothiazoles; None; Imidazothiazoles,medium,1,observed,Tetramisole; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:68.1750,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000322_53_7209,CF,peak_mz,53.7209,MassBank record-derived,positive,Benzene and substituted derivatives; None; Benzene and substituted derivatives,medium,1,observed,Isocarboxazid; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:53.7200,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000322_61_9259,CF,peak_mz,61.9259,MassBank record-derived,positive,Benzene and substituted derivatives; None; Benzene and substituted derivatives,medium,1,observed,Isocarboxazid; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:61.9250,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000323_56_5744,CF,peak_mz,56.5744,MassBank record-derived,positive,Benzene and substituted derivatives; Xylenes; m-Xylenes,medium,1,observed,Lidocaine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:56.5750,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000323_74_9683,CF,peak_mz,74.9683,MassBank record-derived,positive,Benzene and substituted derivatives; Xylenes; m-Xylenes,medium,1,observed,Lidocaine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:74.9700,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000324_51_3308,CF,peak_mz,51.3308,MassBank record-derived,positive,Benzimidazoles; 2-benzimidazolylcarbamic acid esters; 2-benzimidazolylcarbamic acid esters,medium,1,observed,Oxibendazol; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:51.3300,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000324_62_4377,CF,peak_mz,62.4377,MassBank record-derived,positive,Benzimidazoles; 2-benzimidazolylcarbamic acid esters; 2-benzimidazolylcarbamic acid esters,medium,1,observed,Oxibendazol; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:62.4400,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000324_69_3128,CF,peak_mz,69.3128,MassBank record-derived,positive,Benzimidazoles; 2-benzimidazolylcarbamic acid esters; 2-benzimidazolylcarbamic acid esters,medium,1,observed,Oxibendazol; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:69.3150,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000325_52_4118,CF,peak_mz,52.4118,MassBank record-derived,positive,Purine nucleosides; None; Purine nucleosides,medium,1,observed,Vidarabine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:52.4100,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000326_58_82,CF,peak_mz,58.82,MassBank record-derived,positive,Benzene and substituted derivatives; Benzenesulfonamides; Aminobenzenesulfonamides,medium,1,observed,Sulfachloropyridazine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:58.8200,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000326_61_5741,CF,peak_mz,61.5741,MassBank record-derived,positive,Benzene and substituted derivatives; Benzenesulfonamides; Aminobenzenesulfonamides,medium,1,observed,Sulfachloropyridazine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:61.5750,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000327_53_7654,CF,peak_mz,53.7654,MassBank record-derived,positive,"Nucleoside and nucleotide analogues; Cyclopentyl nucleosides; 1,3-substituted cyclopentyl nucleosides",medium,1,observed,Abacavir; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+Na]2+,peak_mz:53.7650,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000327_60_6386,CF,peak_mz,60.6386,MassBank record-derived,positive,"Nucleoside and nucleotide analogues; Cyclopentyl nucleosides; 1,3-substituted cyclopentyl nucleosides",medium,1,observed,Abacavir; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+Na]2+,peak_mz:60.6400,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000328_51_5223,CF,peak_mz,51.5223,MassBank record-derived,positive,Benzene and substituted derivatives; Benzophenones; Benzophenones,medium,1,observed,Mebendazole; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:51.5200,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000328_54_1634,CF,peak_mz,54.1634,MassBank record-derived,positive,Benzene and substituted derivatives; Benzophenones; Benzophenones,medium,1,observed,Mebendazole; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:54.1650,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000328_55_3254,CF,peak_mz,55.3254,MassBank record-derived,positive,Benzene and substituted derivatives; Benzophenones; Benzophenones,medium,1,observed,Mebendazole; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:55.3250,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000329_53_8979,CF,peak_mz,53.8979,MassBank record-derived,positive,Indoles and derivatives; Tryptamines and derivatives; Tryptamines and derivatives,medium,1,observed,Sumatriptan; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:53.9000,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000329_59_0685,CF,peak_mz,59.0685,MassBank record-derived,positive,Indoles and derivatives; Tryptamines and derivatives; Tryptamines and derivatives,medium,1,observed,Sumatriptan; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:59.0700,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000330_51_8504,CF,peak_mz,51.8504,MassBank record-derived,positive,Benzene and substituted derivatives; Phenethylamines; Amphetamines and derivatives,medium,1,observed,Fenoterol; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:51.8500,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000330_62_8588,CF,peak_mz,62.8588,MassBank record-derived,positive,Benzene and substituted derivatives; Phenethylamines; Amphetamines and derivatives,medium,1,observed,Fenoterol; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:62.8600,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000330_64_5088,CF,peak_mz,64.5088,MassBank record-derived,positive,Benzene and substituted derivatives; Phenethylamines; Amphetamines and derivatives,medium,1,observed,Fenoterol; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:64.5100,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000331_51_292,CF,peak_mz,51.292,MassBank record-derived,positive,"Steroids and steroid derivatives; Pregnane steroids; Gluco/mineralocorticoids, progestogins and derivatives",medium,1,observed,Progesterone; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:51.2900,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000331_67_1767,CF,peak_mz,67.1767,MassBank record-derived,positive,"Steroids and steroid derivatives; Pregnane steroids; Gluco/mineralocorticoids, progestogins and derivatives",medium,1,observed,Progesterone; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:67.1750,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000332_53_5359,CF,peak_mz,53.5359,MassBank record-derived,positive,Benzothiopyrans; 1-benzothiopyrans; Thioxanthenes,medium,1,observed,Chlorprothixene; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:53.5350,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000333_55_3684,CF,peak_mz,55.3684,MassBank record-derived,positive,Benzothiazines; Phenothiazines; Phenothiazines,medium,1,observed,Chlorpromazine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:55.3700,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000333_56_3544,CF,peak_mz,56.3544,MassBank record-derived,positive,Benzothiazines; Phenothiazines; Phenothiazines,medium,1,observed,Chlorpromazine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:56.3550,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000334_54_3763,CF,peak_mz,54.3763,MassBank record-derived,positive,Benzene and substituted derivatives; Diphenylmethanes; Diphenylmethanes,medium,1,observed,Clemastine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:54.3750,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000334_63_9352,CF,peak_mz,63.9352,MassBank record-derived,positive,Benzene and substituted derivatives; Diphenylmethanes; Diphenylmethanes,medium,1,observed,Clemastine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:63.9350,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000334_85_5605,CF,peak_mz,85.5605,MassBank record-derived,positive,Benzene and substituted derivatives; Diphenylmethanes; Diphenylmethanes,medium,1,observed,Clemastine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:85.5600,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000335_63_6907,CF,peak_mz,63.6907,MassBank record-derived,positive,Quinolines and derivatives; Quinoline carboxylic acids; Quinoline carboxylic acids,medium,1,observed,Nadifloxacin; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:63.6900,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000335_69_1787,CF,peak_mz,69.1787,MassBank record-derived,positive,Quinolines and derivatives; Quinoline carboxylic acids; Quinoline carboxylic acids,medium,1,observed,Nadifloxacin; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:69.1800,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000336_53_488,CF,peak_mz,53.488,MassBank record-derived,positive,"Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Amino acids and derivatives",medium,1,observed,Cefaclor; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:53.4900,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000336_71_7272,CF,peak_mz,71.7272,MassBank record-derived,positive,"Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Amino acids and derivatives",medium,1,observed,Cefaclor; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:71.7250,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000336_74_006,CF,peak_mz,74.006,MassBank record-derived,positive,"Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Amino acids and derivatives",medium,1,observed,Cefaclor; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:74.0050,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000337_52_4799,CF,peak_mz,52.4799,MassBank record-derived,positive,Benzene and substituted derivatives; Phenoxy compounds; Phenoxy compounds,medium,1,observed,Bambuterol; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:52.4800,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000337_53_8158,CF,peak_mz,53.8158,MassBank record-derived,positive,Benzene and substituted derivatives; Phenoxy compounds; Phenoxy compounds,medium,1,observed,Bambuterol; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:53.8150,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000337_53_8295,CF,peak_mz,53.8295,MassBank record-derived,positive,Benzene and substituted derivatives; Phenoxy compounds; Phenoxy compounds,medium,1,observed,Bambuterol; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:53.8300,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000338_50_8909,CF,peak_mz,50.8909,MassBank record-derived,positive,Benzothiazines; Phenothiazines; Phenothiazines,medium,1,observed,Prochlorperazine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:50.8900,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000338_52_6382,CF,peak_mz,52.6382,MassBank record-derived,positive,Benzothiazines; Phenothiazines; Phenothiazines,medium,1,observed,Prochlorperazine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:52.6400,extended,True,medium,medium,keep
CF:massbank_MSBNK-ACES_SU-AS000338_53_4089,CF,peak_mz,53.4089,MassBank record-derived,positive,Benzothiazines; Phenothiazines; Phenothiazines,medium,1,observed,Prochlorperazine; LC-ESI-QFT; MS2; Ramp 20%-70% (nominal); 30000; [M+H]+,peak_mz:53.4100,extended,True,medium,medium,keep
